label_order,target_id,target_type,doc_id,role,url,predicted_medium,predicted_doc_facets,predicted_target_class,gold_facets,notes
56,play_store_app__photomaker,play_store_app,app_ads_txt-03,app_ads_txt,http://dhurandharapps.blogspot.com/ads.txt,machine_readable,machine_readable:named,prose:named;prose:generic;machine_readable:named,machine_readable:named,
57,play_store_app__ef,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=fi.finwe.template.stopp.ef&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,dead link
57,play_store_app__ef,play_store_app,privacy_policy-02,privacy_policy,https://www.ef.edu/legal/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
58,data_broker__sub2-technologies-ltd,data_broker,privacy_policy-00,privacy_policy,https://www.sub2tech.com/privacy-policy/,prose,,prose:named;prose:generic,,404 page formatted as if it were a genuine page
58,data_broker__sub2-technologies-ltd,data_broker,cookie_policy-01,cookie_policy,https://www.sub2tech.com/cookies.html,prose,prose:named;prose:generic,prose:named;prose:generic,prose:named;prose:category;prose:generic,
59,website__dress-market-com,website,privacy_policy-01,privacy_policy,https://dress-market.com/privacy-policy/,prose,prose:generic,prose:generic,,
59,website__dress-market-com,website,help_doc-02,help_doc,https://dress-market.com/top-hr-management-tools-that-help-improve-turnaround-time/,other_doc,,prose:generic,,
60,play_store_app__studentearnmoney,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.heaveninfotech.studentearnmoney&hl=en&gl=US,,,prose:generic;machine_readable:named,,dead link
60,play_store_app__studentearnmoney,play_store_app,privacy_policy-02,privacy_policy,http://www.heaveninfotech.com/privacy_policy,prose,prose:generic,prose:generic;machine_readable:named,prose:generic,
60,play_store_app__studentearnmoney,play_store_app,app_ads_txt-03,app_ads_txt,http://www.heaveninfotech.com/app-ads.txt,machine_readable,machine_readable:named,prose:generic;machine_readable:named,machine_readable:named,
61,data_broker__iponweb-gmbh,data_broker,privacy_policy-00,privacy_policy,https://www.criteo.com/privacy/,prose,prose:category;prose:generic,prose:category;prose:generic,prose:category;prose:generic,
61,data_broker__iponweb-gmbh,data_broker,partners_page-20,partners_page,https://www.criteo.com/platform/commerce-media-platform/,other_doc,,prose:category;prose:generic,,
62,data_broker__playwire-llc,data_broker,privacy_policy-00,privacy_policy,https://www.playwire.com/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named;other_doc:named;other_doc:category;other_doc:generic,prose:named;prose:category;prose:generic,
62,data_broker__playwire-llc,data_broker,help_doc-01,help_doc,https://www.playwire.com/faq,other_doc,other_doc:named;other_doc:category;other_doc:generic,prose:named;prose:category;prose:generic;machine_readable:named;other_doc:named;other_doc:category;other_doc:generic,other_doc:named;other_doc:category;other_doc:generic,
62,data_broker__playwire-llc,data_broker,do_not_sell-02,do_not_sell,https://www.playwire.com/opt-out,prose,,prose:named;prose:category;prose:generic;machine_readable:named;other_doc:named;other_doc:category;other_doc:generic,,
62,data_broker__playwire-llc,data_broker,sellers_json-18,sellers_json,https://config.playwire.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named;other_doc:named;other_doc:category;other_doc:generic,machine_readable:named,
63,app_store_app__geoarabcontest,app_store_app,privacy_policy-00,privacy_policy,https://sdeteam.com/app/privacyfull/geoarabcontest,prose,prose:named;prose:generic,prose:named;prose:generic,prose:named;prose:generic,
64,app_store_app__herbalife,app_store_app,privacy_policy-00,privacy_policy,https://www.myherbalife.com/en-US/ed/pages/public/privacy_policy.html,prose,,,prose:named;prose:category;prose:generic,
65,app_store_app__ma,app_store_app,privacy_policy-00,privacy_policy,http://googleplayprivacypolicy.blogspot.com/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
66,data_broker__dialog-insight-france,data_broker,privacy_policy-00,privacy_policy,https://www.dialoginsight.com/en/privacy-statement/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
66,data_broker__dialog-insight-france,data_broker,help_doc-01,help_doc,https://support.dialoginsight.com/en/support/home,other_doc,,prose:named;prose:category;prose:generic,,
67,play_store_app__jcb,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=jcb.heavyvehicle.app.com.jcb&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
67,play_store_app__jcb,play_store_app,privacy_policy-02,privacy_policy,https://www.jcb.com/en-IN/explore/corporate/cookie-and-privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
68,data_broker__listonic-sp-z-o-o,data_broker,privacy_policy-00,privacy_policy,https://listonic.com/privacy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
68,data_broker__listonic-sp-z-o-o,data_broker,help_doc-01,help_doc,https://helpcenter.listonic.com/,other_doc,,prose:named;prose:category;prose:generic,,
69,play_store_app__qurankuninghijau,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.tyronlab.qurankuninghijau&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
69,play_store_app__qurankuninghijau,play_store_app,privacy_policy-02,privacy_policy,https://www.privacypolicyonline.com/privacy-policy-template/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,"privacy policy template, not privacy policy"
70,app_store_app__americanidol,app_store_app,privacy_policy-00,privacy_policy,https://privacy.thewaltdisneycompany.com/en/privacy-controls/,prose,prose:generic,prose:generic,prose:generic,
71,data_broker__tubia-fzco,data_broker,privacy_policy-00,privacy_policy,https://tubia.com/privacy-policy,prose,prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:category;prose:generic,
71,data_broker__tubia-fzco,data_broker,cookie_policy-01,cookie_policy,https://tubia.com/cookie-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
72,data_broker__aniview-ltd,data_broker,privacy_policy-00,privacy_policy,https://aniview.com/privacy-policy/,prose,prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,prose:category;prose:generic,
72,data_broker__aniview-ltd,data_broker,partners_page-01,partners_page,https://aniview.com/video-ad-servers/seamless-integration-with-google-ad-manager-and-google-ad-exchange/,other_doc,,prose:named;prose:category;prose:generic;machine_readable:named,,
72,data_broker__aniview-ltd,data_broker,dpa-02,dpa,https://aniview.com/data-processing-agreement/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,prose:named;prose:category;prose:generic,
72,data_broker__aniview-ltd,data_broker,ads_txt-17,ads_txt,https://www.aniview.com/ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,machine_readable:named,
73,data_broker__waardex-b-v,data_broker,privacy_policy-00,privacy_policy,https://waardex.com/privacy-policy/,prose,prose:category,prose:category;machine_readable:named;other_doc:category,prose:category,
73,data_broker__waardex-b-v,data_broker,help_doc-01,help_doc,https://waardex.com/what-is-a-supply-side-platform-definition-and-explanation/,other_doc,other_doc:category,prose:category;machine_readable:named;other_doc:category,other_doc:category,
73,data_broker__waardex-b-v,data_broker,cookie_policy-02,cookie_policy,https://waardex.com/cookie-policy/,prose,,prose:category;machine_readable:named;other_doc:category,prose:category,Missing document: https://waardex.com/deviceStorage.json
73,data_broker__waardex-b-v,data_broker,subprocessor_list-03,subprocessor_list,https://waardex.com/,,,prose:category;machine_readable:named;other_doc:category,,
73,data_broker__waardex-b-v,data_broker,do_not_sell-04,do_not_sell,https://waardex.com/,prose,,prose:category;machine_readable:named;other_doc:category,,same as above site
73,data_broker__waardex-b-v,data_broker,dpa-05,dpa,https://waardex.com/,prose,,prose:category;machine_readable:named;other_doc:category,,same as above site
73,data_broker__waardex-b-v,data_broker,partners_page-06,partners_page,https://waardex.com/,other_doc,,prose:category;machine_readable:named;other_doc:category,,same as above site
73,data_broker__waardex-b-v,data_broker,ads_txt-07,ads_txt,https://waardex.com/ads.txt,machine_readable,machine_readable:named,prose:category;machine_readable:named;other_doc:category,machine_readable:named,
73,data_broker__waardex-b-v,data_broker,sellers_json-08,sellers_json,https://waardex.com/sellers.json,machine_readable,machine_readable:named,prose:category;machine_readable:named;other_doc:category,machine_readable:named,
73,data_broker__waardex-b-v,data_broker,vendor_list-09,vendor_list,https://waardex.com/,,,prose:category;machine_readable:named;other_doc:category,,same as other sites
74,data_broker__decentriq-ag,data_broker,privacy_policy-00,privacy_policy,https://www.decentriq.com/legal/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
75,app_store_app__a360round,app_store_app,privacy_policy-00,privacy_policy,https://www.samsung.com/us/account/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,prose:named;prose:category;prose:generic,
75,app_store_app__a360round,app_store_app,app_ads_txt-01,app_ads_txt,https://www.samsung.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,machine_readable:named,
75,app_store_app__a360round,app_store_app,sellers_json-02,sellers_json,https://www.samsung.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,machine_readable:named,
76,data_broker__affle-iberia-sl,data_broker,privacy_policy-00,privacy_policy,https://www.mediasmart.io/privacy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:named;structured:generic,prose:named;prose:category;prose:generic,
76,data_broker__affle-iberia-sl,data_broker,help_doc-01,help_doc,https://www.mediasmart.io/global-scale,other_doc,,prose:named;prose:category;prose:generic;structured:named;structured:generic,,
76,data_broker__affle-iberia-sl,data_broker,cookie_policy-02,cookie_policy,https://www.mediasmart.io/cookies,structured,structured:named;structured:generic,prose:named;prose:category;prose:generic;structured:named;structured:generic,structured:named;structured:generic,
76,data_broker__affle-iberia-sl,data_broker,partners_page-16,partners_page,https://www.mediasmart.io,other_doc,,prose:named;prose:category;prose:generic;structured:named;structured:generic,,
77,play_store_app__remindmeapp,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.nyelito.remindmeapp&hl=en&gl=US,,,,,
77,play_store_app__remindmeapp,play_store_app,privacy_policy-02,privacy_policy,https://gist.githubusercontent.com/nyelito/b53647ee8bd57fa14ea92c36fe857a2a/raw/4399d4ab198f44316843d682d24ca27850a506a4/privacypolicy.txt,prose,,,,
78,website__mgmresorts-com,website,privacy_policy-00,privacy_policy,https://www.mgmresorts.com/policies/privacy-policy.html,,,,prose:generic,
78,website__mgmresorts-com,website,help_doc-01,help_doc,https://www.mgmresorts.com/en/faq.html,other_doc,,,,
78,website__mgmresorts-com,website,cookie_policy-02,cookie_policy,https://www.mgmresorts.com/en/cookie-settings.html,prose,,,,"""not applicable in your location"""
78,website__mgmresorts-com,website,do_not_sell-03,do_not_sell,https://privacyportal.onetrust.com/webform/4ba99d5f-d34f-467f-b12c-b3e355bd58d5/a053c582-1a6f-4664-9197-3b3a40d406f6,,,,,
78,website__mgmresorts-com,website,vendor_list-15,vendor_list,https://www.mgmresorts.com/en/company/sis/supplier-information.html,prose,,,,
79,play_store_app__karaokegratis,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=karaokeinfantil.karaokegratis&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,dead link
79,play_store_app__karaokegratis,play_store_app,privacy_policy-02,privacy_policy,http://webui-privacypolicy.herokuapp.com/privacypolicy.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
80,data_broker__targeting360-gmbh,data_broker,privacy_policy-00,privacy_policy,https://targeting360.de/datenschutz/,,,,,non-English document
80,data_broker__targeting360-gmbh,data_broker,help_doc-01,help_doc,https://targeting360.de/faq/,other_doc,,,,non-English document
81,app_store_app__deephouseradio,app_store_app,privacy_policy-00,privacy_policy,http://radio-development.blogspot.com/2018/01/privacy-policy-of-radio-development.html,prose,prose:named;prose:generic,prose:named;prose:generic,prose:named;prose:generic,
82,data_broker__adverty-ab-publ,data_broker,privacy_policy-00,privacy_policy,https://adverty.com/privacy-policy-2021,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:named;structured:generic;machine_readable:named,prose:named;prose:category;prose:generic,
82,data_broker__adverty-ab-publ,data_broker,vendor_list-01,vendor_list,https://adverty.com/news/adverty-frameplay-and-adinmo-unveil-groundbreaking-in-game-advertising-partnership/,structured,structured:named;structured:generic,prose:named;prose:category;prose:generic;structured:named;structured:generic;machine_readable:named,structured:named;structured:generic,
82,data_broker__adverty-ab-publ,data_broker,cookie_policy-02,cookie_policy,https://adverty.com/cookie-policy/,prose,prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:named;structured:generic;machine_readable:named,prose:category;prose:generic,
82,data_broker__adverty-ab-publ,data_broker,sellers_json-19,sellers_json,https://adverty.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;structured:named;structured:generic;machine_readable:named,machine_readable:named,
82,data_broker__adverty-ab-publ,data_broker,vendors_json-20,vendors_json,https://adverty.com/vendors.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;structured:named;structured:generic;machine_readable:named,machine_readable:named,
83,play_store_app__pstr,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.god.ringtones.downloads.pstr&hl=en&gl=US,,,prose:named;prose:generic,,dead link
83,play_store_app__pstr,play_store_app,privacy_policy-02,privacy_policy,https://hotvideoapps.wordpress.com/hot-video-apps-privacy-policy/,prose,prose:named;prose:generic,prose:named;prose:generic,prose:named;prose:generic,
84,website__dubaidutyfreetennischampionships-com,website,privacy_policy-00,privacy_policy,https://dubaidutyfreetennischampionships.com/privacy-policy/,prose,prose:category;prose:generic,prose:category;prose:generic,prose:category;prose:generic,
85,website__gossip-mobile-com,website,privacy_policy-00,privacy_policy,http://privacypolicy.news/privacy-policy.html,prose,prose:category;prose:generic,prose:category;prose:generic,prose:category;prose:generic,
86,play_store_app__solofitness,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.technogym.solofitness&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,dead link
86,play_store_app__solofitness,play_store_app,privacy_policy-02,privacy_policy,http://cdnmedia.mywellness.com/privacy/en/privacy.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
87,app_store_app__sa,app_store_app,privacy_policy-00,privacy_policy,https://justpaste.it/1d4m0,prose,prose:category;prose:generic,prose:category;prose:generic,prose:category;prose:generic,
88,website__gloriousa-com,website,privacy_policy-00,privacy_policy,https://www.gloriousa.com/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,named entities are in the cookie popup
88,website__gloriousa-com,website,cookie_policy-06,cookie_policy,https://gloriousa.com/cookie-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
89,website__apta-org,website,privacy_policy-00,privacy_policy,https://www.apta.org/your-practice/documentation/defensible-documentation/risk-management,prose,,,,not relevant
89,website__apta-org,website,help_doc-01,help_doc,https://brandcenter.apta.org/portals/4q9nj2v8/APTAPublicRelationsandMarketingCenter,other_doc,,,,not relevant
90,play_store_app__reginacanadastreamingstations,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.worldsradio.reginacanadastreamingstations&hl=en&gl=US,,,prose:generic,,dead link
90,play_store_app__reginacanadastreamingstations,play_store_app,privacy_policy-02,privacy_policy,http://aidielf.blogspot.com/2015/04/privacy-policy.html,prose,prose:generic,prose:generic,prose:generic,
91,website__hyperlinklist-net,website,privacy_policy-00,privacy_policy,https://www.godaddy.com/en-ca/legal/agreements,prose,prose:category;prose:generic,prose:category;prose:generic,prose:category;prose:generic,generic GoDaddy site
92,play_store_app__l400000057,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=locker.theme.l400000057&hl=en&gl=US,,,prose:named;prose:category;prose:generic;machine_readable:named,,dead link
92,play_store_app__l400000057,play_store_app,privacy_policy-02,privacy_policy,https://www.cmcm.com/en/policies/privacy-policy?hl=en,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,prose:named;prose:category;prose:generic,
92,play_store_app__l400000057,play_store_app,app_ads_txt-03,app_ads_txt,https://www.cmcm.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,machine_readable:named,
93,app_store_app__app,app_store_app,privacy_policy-00,privacy_policy,https://raw.githubusercontent.com/worona/privacy-policy/master/privacy-policy.md,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
94,website__playfree-org,website,privacy_policy-00,privacy_policy,https://www.myplaycity.com/privacy_policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,prose:named;prose:category;prose:generic,named entities are in the cookie popup
94,website__playfree-org,website,ads_txt-21,ads_txt,https://www.myplaycity.com/ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,machine_readable:named,
94,website__playfree-org,website,vendor_list-22,vendor_list,https://www.myplaycity.com/,,,prose:named;prose:category;prose:generic;machine_readable:named,,
95,data_broker__gumgum-inc,data_broker,privacy_policy-00,privacy_policy,https://gumgum.com/terms-and-policies/privacy-policy,prose,prose:category;prose:generic,prose:category;prose:generic,prose:category;prose:generic,
95,data_broker__gumgum-inc,data_broker,do_not_sell-01,do_not_sell,https://gumgum.com/terms-and-policies/opt-out,prose,,prose:category;prose:generic,,
95,data_broker__gumgum-inc,data_broker,cookie_policy-02,cookie_policy,https://gumgum.com/terms-and-policies/cookies-policy,prose,,prose:category;prose:generic,,
96,data_broker__nielsen-media-research-ltd,data_broker,privacy_policy-00,privacy_policy,https://www.nielsen.com/legal/privacy-principles/nielsen-marketing-cloud-services-privacy-statement/?lang=en-us,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
96,data_broker__nielsen-media-research-ltd,data_broker,do_not_sell-01,do_not_sell,https://www.nielsen.com/legal/optout-page/,prose,,prose:named;prose:category;prose:generic,,
96,data_broker__nielsen-media-research-ltd,data_broker,cookie_policy-08,cookie_policy,https://www.nielsen.com/insights/2019/cookies-tags-pixels-and-ids-measuring-customer-engagement/,prose,,prose:named;prose:category;prose:generic,,
96,data_broker__nielsen-media-research-ltd,data_broker,partners_page-12,partners_page,https://www.nielsen.com/news-center/2020/partnership-with-albirex-niigata/,other_doc,,prose:named;prose:category;prose:generic,,non-English document
97,website__getvideostream-com,website,privacy_policy-00,privacy_policy,https://getvideostream.com/privacy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,
98,app_store_app__olympic,app_store_app,privacy_policy-00,privacy_policy,http://en.babybus.com/index/privacyPolicy.shtml,prose,prose:category;prose:generic,prose:category;prose:generic,prose:category;prose:generic,
99,play_store_app__foundation,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.inc.anirudh.ripper.foundation&hl=en&gl=US,,,prose:generic,,dead link
99,play_store_app__foundation,play_store_app,privacy_policy-02,privacy_policy,https://docs.google.com/document/d/e/2PACX-1vSh4xeebPhj_LGkAGmsh3Ogu7kAixb5k6mr-_QrLnFhcDiY5Wmnjkqi8avSPFd3yN2H3f7aPCglWfDj/pub,prose,prose:generic,prose:generic,prose:generic,
100,data_broker__veraviews-fz-llc,data_broker,privacy_policy-00,privacy_policy,https://veraviews.com/privacy_policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,prose:named;prose:category;prose:generic,
100,data_broker__veraviews-fz-llc,data_broker,ads_txt-06,ads_txt,https://veraviews.com/ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,machine_readable:named,
100,data_broker__veraviews-fz-llc,data_broker,sellers_json-07,sellers_json,https://veraviews.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,machine_readable:named,
101,play_store_app__akjfkjgjkbg,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.knigivasilisi.prikormkirib.akjfkjgjkbg&hl=en&gl=US,,,,,
101,play_store_app__akjfkjgjkbg,play_store_app,privacy_policy-02,privacy_policy,https://www.hugedomains.com/domain_profile.cfm?d=adviator.com,prose,,,,
102,website__mrtzcmp3-net,website,privacy_policy-01,privacy_policy,https://www.mrtzcmp3.net/privacy-terms/,prose,prose:named,prose:named,,
103,website__forexbrokersmetatrader-com,website,privacy_policy-00,privacy_policy,https://www.godaddy.com/en-ca/legal/agreements,prose,prose:category;prose:generic,prose:category;prose:generic,,
104,play_store_app__graylove,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.kkkeyboard.emoji.keyboard.theme.GrayLove&hl=en&gl=US,,,prose:named;prose:category;prose:generic;machine_readable:named,,
104,play_store_app__graylove,play_store_app,privacy_policy-02,privacy_policy,http://www.emoji-keyboard.com/xn/PrivacyPolicy.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
104,play_store_app__graylove,play_store_app,app_ads_txt-03,app_ads_txt,http://www.emoji-keyboard.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
105,data_broker__opera-software-ireland-limited,data_broker,privacy_policy-00,privacy_policy,https://www.opera.com/legal/privacy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
105,data_broker__opera-software-ireland-limited,data_broker,help_doc-01,help_doc,https://www.opera.com/help,other_doc,,prose:named;prose:category;prose:generic;machine_readable:named,,
105,data_broker__opera-software-ireland-limited,data_broker,cookie_policy-02,cookie_policy,https://www.opera.com/legal/cookie-policy,prose,prose:named;prose:category,prose:named;prose:category;prose:generic;machine_readable:named,,
105,data_broker__opera-software-ireland-limited,data_broker,ads_txt-19,ads_txt,https://res.adx.opera.com/ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
105,data_broker__opera-software-ireland-limited,data_broker,sellers_json-20,sellers_json,https://res.adx.opera.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
106,website__books-by-isbn-com,website,privacy_policy-00,privacy_policy,https://www.books-by-isbn.com/imprint-FAQ.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
106,website__books-by-isbn-com,website,do_not_sell-10,do_not_sell,https://www.books-by-isbn.com/authors/do/,,,prose:named;prose:category;prose:generic,,
106,website__books-by-isbn-com,website,dpa-11,dpa,https://www.books-by-isbn.com/authors/dpa/,,,prose:named;prose:category;prose:generic,,
106,website__books-by-isbn-com,website,partners_page-12,partners_page,https://www.books-by-isbn.com/authors/partners/,other_doc,,prose:named;prose:category;prose:generic,,
106,website__books-by-isbn-com,website,vendor_list-13,vendor_list,https://www.books-by-isbn.com/authors/third/,,,prose:named;prose:category;prose:generic,,
107,app_store_app__emergencyairportsim,app_store_app,privacy_policy-00,privacy_policy,https://ksgu3304.wixsite.com:443/mypocketgames/single-post/2017/02/16/MY-POCKET-GAMES-PRIVACY-POLICY,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
108,website__tresorit-com,website,privacy_policy-00,privacy_policy,https://tresorit.com/legal/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;other_doc:named,,
108,website__tresorit-com,website,help_doc-01,help_doc,https://support.tresorit.com/hc/en-us,other_doc,,prose:named;prose:category;prose:generic;other_doc:named,,
108,website__tresorit-com,website,cookie_policy-02,cookie_policy,https://tresorit.com/cookie-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;other_doc:named,,
108,website__tresorit-com,website,partners_page-16,partners_page,https://tresorit.com/,other_doc,other_doc:named,prose:named;prose:category;prose:generic;other_doc:named,,
109,play_store_app__ultrahd,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.photolab.ultrahd&hl=en&gl=US,,,prose:named,,
109,play_store_app__ultrahd,play_store_app,privacy_policy-02,privacy_policy,http://photolabprivacy.blogspot.com/,prose,prose:named,prose:named,,
110,app_store_app__epaperportal,app_store_app,privacy_policy-00,privacy_policy,https://www.singtao.ca/disclaimer/?variant=zh-hk,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
111,website__gaf-com,website,privacy_policy-00,privacy_policy,https://www.gaf.com/en-us/about-us/privacy-legal/privacy-notice,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
111,website__gaf-com,website,help_doc-01,help_doc,https://www.gaf.com/en-us/plan-design/fortified-roof,other_doc,,prose:named;prose:category;prose:generic,,
112,data_broker__turk-telekom,data_broker,privacy_policy-00,privacy_policy,https://www.giftaddigital.com/en/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
112,data_broker__turk-telekom,data_broker,sellers_json-21,sellers_json,https://www.giftaddigital.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
113,website__learningtoearnonline-com,website,privacy_policy-00,privacy_policy,https://www.surefirewealth.com/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
114,data_broker__mediawayss-sp-z-o-o,data_broker,privacy_policy-00,privacy_policy,https://www.vidverto.io/privacy-policy,prose,prose:category;prose:generic,prose:category;prose:generic;machine_readable:named,,
114,data_broker__mediawayss-sp-z-o-o,data_broker,do_not_sell-01,do_not_sell,https://www.vidverto.io/opt-out,,,prose:category;prose:generic;machine_readable:named,,
114,data_broker__mediawayss-sp-z-o-o,data_broker,sellers_json-17,sellers_json,https://cdn.vidverto.io/assets/vidverto/sellers.json,machine_readable,machine_readable:named,prose:category;prose:generic;machine_readable:named,,
115,app_store_app__floweradvisor,app_store_app,privacy_policy-00,privacy_policy,https://www.floweradvisor.com/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
116,data_broker__adacado-technologies-inc-dba-adacado,data_broker,privacy_policy-00,privacy_policy,https://adacado.com/privacy-policy/,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
116,data_broker__adacado-technologies-inc-dba-adacado,data_broker,help_doc-01,help_doc,https://adacado.com/support/,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
116,data_broker__adacado-technologies-inc-dba-adacado,data_broker,do_not_sell-02,do_not_sell,https://adacado.com/thank-you-opt-out/,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
116,data_broker__adacado-technologies-inc-dba-adacado,data_broker,vendor_list-18,vendor_list,https://adacado.com/third-party-data/,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
117,website__royalnavy-mod-uk,website,privacy_policy-00,privacy_policy,https://www.royalnavy.mod.uk/privacy,prose,prose:category;prose:generic,prose:category;prose:generic;structured:named;structured:category;structured:generic,,
117,website__royalnavy-mod-uk,website,cookie_policy-01,cookie_policy,https://www.royalnavy.mod.uk/cookies,structured,structured:named;structured:category;structured:generic,prose:category;prose:generic;structured:named;structured:category;structured:generic,,
