label_order,target_id,target_type,doc_id,role,url,predicted_medium,predicted_relevant,predicted_evidence,gold_relevant,notes
54,play_store_app__cougarsim,play_store_app,app_ads_txt-03,app_ads_txt,http://turborocketgames.com/app-ads.txt,machine_readable,1,registry enumerates 200 named vendor(s),1,
55,data_broker__microsoft-advertising,data_broker,privacy_policy-00,privacy_policy,https://www.microsoft.com/en-ca/privacy/privacystatement,prose,1,Reasons we disclose personal data,1,
55,data_broker__microsoft-advertising,data_broker,help_doc-01,help_doc,https://support.microsoft.com/en-us?icid=DSM_TopNav_Support,other_doc,0,,0,
55,data_broker__microsoft-advertising,data_broker,vendor_list-02,vendor_list,https://learn.microsoft.com/en-us/xandr/policies-regulations/third-party-providers,structured,1,The below list is a list of Xandrâs third-party partners which may receive Platform Data and other Information (as defined in Xandrâs Platform Privacy Policy) as a result of their partnership w...,1,
55,data_broker__microsoft-advertising,data_broker,do_not_sell-16,do_not_sell,https://www.microsoft.com/en-ca/privacy/ccpa,prose,1,"Transparency: We are transparent about how your personal information is collected, used, disclosed, shared, and sold.",1,
56,play_store_app__photomaker,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.intebi.birthday.photomaker&hl=en&gl=US,,0,,0,
56,play_store_app__photomaker,play_store_app,privacy_policy-02,privacy_policy,http://dhurandharapps.blogspot.com/2017/07/privacy-policy-for-happy-birthday-photo.html,prose,1,"Happy Birthday Photo has created this Policy to explain our privacy practices so you will understand what information about you is collected, used and disclosed with respect to the Applications, th...",1,
56,play_store_app__photomaker,play_store_app,app_ads_txt-03,app_ads_txt,http://dhurandharapps.blogspot.com/ads.txt,machine_readable,1,registry enumerates 57 named vendor(s),1,
57,play_store_app__ef,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=fi.finwe.template.stopp.ef&hl=en&gl=US,,0,,0,
57,play_store_app__ef,play_store_app,privacy_policy-02,privacy_policy,https://www.ef.edu/legal/privacy-policy/,prose,1,"Through cookies. Cookies allow a web server to transfer data to a computer or device for recordkeeping and other purposes. If you do not want information collected through the use of cookies, there...",1,
58,data_broker__sub2-technologies-ltd,data_broker,privacy_policy-00,privacy_policy,https://www.sub2tech.com/privacy-policy/,prose,0,"We partner with media agencies, performance shops, and creative collectives to unlock smarter targeting, sharper insights, and bigger results for your clients.",0,404 page formatted as if it were a genuine page
58,data_broker__sub2-technologies-ltd,data_broker,cookie_policy-01,cookie_policy,https://www.sub2tech.com/cookies.html,prose,1,"This Cookies Policy explains what cookies are, how we use cookies, how third-parties we partner with may use cookies on the Site, and your choices regarding cookies. Please read this Cookies Policy...",1,
59,website__dress-market-com,website,privacy_policy-01,privacy_policy,https://dress-market.com/privacy-policy/,prose,1,An anonymized string created from your email address (also called a hash) may be provided to the Gravatar service to see if you are using it. The Gravatar service privacy policy is available here: ...,1,
59,website__dress-market-com,website,help_doc-02,help_doc,https://dress-market.com/top-hr-management-tools-that-help-improve-turnaround-time/,other_doc,0,,0,
60,play_store_app__studentearnmoney,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.heaveninfotech.studentearnmoney&hl=en&gl=US,,0,,0,
60,play_store_app__studentearnmoney,play_store_app,privacy_policy-02,privacy_policy,http://www.heaveninfotech.com/privacy_policy,prose,1,"Our policies with the collection, use, and disclosure of Personal Information if anyone decided to use our Service.",1,
60,play_store_app__studentearnmoney,play_store_app,app_ads_txt-03,app_ads_txt,http://www.heaveninfotech.com/app-ads.txt,machine_readable,1,registry enumerates 1 named vendor(s),1,
61,data_broker__iponweb-gmbh,data_broker,privacy_policy-00,privacy_policy,https://www.criteo.com/privacy/,prose,1,"When you browse an Advertiser’s website or mobile application that uses our technologies, that technology allows us to collect a limited amount of data relating to your browsing, such as the produc...",1,missing document: https://www.criteo.com/privacy/how-we-use-your-data/
61,data_broker__iponweb-gmbh,data_broker,partners_page-20,partners_page,https://www.criteo.com/platform/commerce-media-platform/,other_doc,0,,0,
62,data_broker__playwire-llc,data_broker,privacy_policy-00,privacy_policy,https://www.playwire.com/privacy-policy,prose,1,1. TYPE OF INFORMATION PLAYWIRE AND THIRD PARTIES COLLECT.,1,
62,data_broker__playwire-llc,data_broker,help_doc-01,help_doc,https://www.playwire.com/faq,other_doc,1,Do we share your data?,1,
62,data_broker__playwire-llc,data_broker,do_not_sell-02,do_not_sell,https://www.playwire.com/opt-out,prose,0,,0,
62,data_broker__playwire-llc,data_broker,sellers_json-18,sellers_json,https://config.playwire.com/sellers.json,machine_readable,1,registry enumerates 200 named vendor(s),1,
63,app_store_app__geoarabcontest,app_store_app,privacy_policy-00,privacy_policy,https://sdeteam.com/app/privacyfull/geoarabcontest,prose,1,"This page is used to inform website visitors regarding our policies with the collection, use, and disclosure of Personal Information if anyone decided to use our Service.",1,
64,app_store_app__herbalife,app_store_app,privacy_policy-00,privacy_policy,https://www.myherbalife.com/en-US/ed/pages/public/privacy_policy.html,prose,0,"Herbalife is a Proud Member of the Direct Selling Association and a Signatory to the DSA Code of Ethics . Copyright © Herbalife International of America, Inc. No reproduction in whole or in part wi...",1,
65,app_store_app__ma,app_store_app,privacy_policy-00,privacy_policy,http://googleplayprivacypolicy.blogspot.com/,prose,1,"Personal data that have been anonymously disclosed in such a way that the individual is no longer identifiable is no longer personal data. So that the data is anonymous Source, identity must be irr...",1,
66,data_broker__dialog-insight-france,data_broker,privacy_policy-00,privacy_policy,https://www.dialoginsight.com/en/privacy-statement/,prose,1,"We collect Information upon your registration as client. More particularly, we collect your name, e-mail address, mailing address and phone and fax numbers. In order to complete your registration, ...",1,
66,data_broker__dialog-insight-france,data_broker,help_doc-01,help_doc,https://support.dialoginsight.com/en/support/home,other_doc,0,,0,
67,play_store_app__jcb,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=jcb.heavyvehicle.app.com.jcb&hl=en&gl=US,,0,,0,
67,play_store_app__jcb,play_store_app,privacy_policy-02,privacy_policy,https://www.jcb.com/en-IN/explore/corporate/cookie-and-privacy-policy/,prose,1,"Your privacy is very important to us. Please read this privacy policy to learn more about the ways in which we collect, use, disclose or otherwise process your information that personally identifie...",1,
68,data_broker__listonic-sp-z-o-o,data_broker,privacy_policy-00,privacy_policy,https://listonic.com/privacy,prose,1,The fulfillment of the purposes of processing your data (in particular - proper functioning of Apps’ features and Services) may require entrusting the processing of this information to entities tha...,1,
68,data_broker__listonic-sp-z-o-o,data_broker,help_doc-01,help_doc,https://helpcenter.listonic.com/,other_doc,0,Sharing,0,
69,play_store_app__qurankuninghijau,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.tyronlab.qurankuninghijau&hl=en&gl=US,,0,,0,
69,play_store_app__qurankuninghijau,play_store_app,privacy_policy-02,privacy_policy,https://www.privacypolicyonline.com/privacy-policy-template/,prose,1,"â Google, as a third party vendor, uses cookies to serve ads on [YOUR SITE URL]. â Google's use of the DART cookie enables it to serve ads to our site's visitors based upon their visit to [YOUR...",0,sample privacy policy template
70,app_store_app__americanidol,app_store_app,privacy_policy-00,privacy_policy,https://privacy.thewaltdisneycompany.com/en/privacy-controls/,prose,1,"We use technology, such as cookies (browser and Flash) and web beacons, to collect information when you visit our sites or use our applications on third party sites or platforms. Please visit our O...",1,
71,data_broker__tubia-fzco,data_broker,privacy_policy-00,privacy_policy,https://tubia.com/privacy-policy,prose,1,"Tubia (“we”, “our”, or “us”) is dedicated to providing users and partners who interact with our services the highest level of transparency and control over the use of their data. In order for us to...",1,
71,data_broker__tubia-fzco,data_broker,cookie_policy-01,cookie_policy,https://tubia.com/cookie-policy,prose,1,"The Tracking Technologies allow us to automatically collect information about you and your online behavior in order to enhance your navigation on our Service, improve our Service performance and cu...",0,
72,data_broker__aniview-ltd,data_broker,privacy_policy-00,privacy_policy,https://aniview.com/privacy-policy/,prose,1,WITH WHOM WE SHARE INFORMATION?,1,
72,data_broker__aniview-ltd,data_broker,partners_page-01,partners_page,https://aniview.com/video-ad-servers/seamless-integration-with-google-ad-manager-and-google-ad-exchange/,other_doc,0,,0,
72,data_broker__aniview-ltd,data_broker,dpa-02,dpa,https://aniview.com/data-processing-agreement/,prose,1,"1.3 “ Controller “, “ Processor “, “ Data Subject “, “ Personal Data “, “ Processing ” (and “ Process “), “ Personal Data Breach ” and “ Special Categories of Personal Data ” shall all have the mea...",1,
72,data_broker__aniview-ltd,data_broker,ads_txt-17,ads_txt,https://www.aniview.com/ads.txt,machine_readable,1,registry enumerates 85 named vendor(s),1,
73,data_broker__waardex-b-v,data_broker,privacy_policy-00,privacy_policy,https://waardex.com/privacy-policy/,prose,1,"This Privacy Policy explains how we collect, use, and share personal data in connection with our advertising platform and website.",1,Missing document: https://waardex.com/deviceStorage.json
73,data_broker__waardex-b-v,data_broker,help_doc-01,help_doc,https://waardex.com/what-is-a-supply-side-platform-definition-and-explanation/,other_doc,1,"In the complex world of digital advertising, various tools and technologies help streamline the process of buying and selling ad inventory. One such crucial component is the Supply Side Platform (S...",0,
73,data_broker__waardex-b-v,data_broker,cookie_policy-02,cookie_policy,https://waardex.com/cookie-policy/,prose,0,10. Device Storage Disclosure,1,
73,data_broker__waardex-b-v,data_broker,subprocessor_list-03,subprocessor_list,https://waardex.com/,,0,,0,same URL as others
73,data_broker__waardex-b-v,data_broker,do_not_sell-04,do_not_sell,https://waardex.com/,prose,0,Clear and equitable terms ensure you know your revenue share,0,same URL as others
73,data_broker__waardex-b-v,data_broker,dpa-05,dpa,https://waardex.com/,prose,0,Clear and equitable terms ensure you know your revenue share,0,same URL as others
73,data_broker__waardex-b-v,data_broker,partners_page-06,partners_page,https://waardex.com/,other_doc,0,Clear and equitable terms ensure you know your revenue share,0,same URL as others
73,data_broker__waardex-b-v,data_broker,ads_txt-07,ads_txt,https://waardex.com/ads.txt,machine_readable,1,registry enumerates 52 named vendor(s),1,
73,data_broker__waardex-b-v,data_broker,sellers_json-08,sellers_json,https://waardex.com/sellers.json,machine_readable,1,registry enumerates 165 named vendor(s),1,
73,data_broker__waardex-b-v,data_broker,vendor_list-09,vendor_list,https://waardex.com/,,0,,0,same URL as others
74,data_broker__decentriq-ag,data_broker,privacy_policy-00,privacy_policy,https://www.decentriq.com/legal/privacy-policy,prose,1,"We also process personal data that we receive from third parties. This regularly includes personal data that we receive in correspondence or in meetings with customers or business partners, e.g. yo...",1,
75,app_store_app__a360round,app_store_app,privacy_policy-00,privacy_policy,https://www.samsung.com/us/account/privacy-policy/,prose,1,• WHO DO WE SHARE YOUR INFORMATION WITH?,1,
75,app_store_app__a360round,app_store_app,app_ads_txt-01,app_ads_txt,https://www.samsung.com/app-ads.txt,machine_readable,1,registry enumerates 93 named vendor(s),1,
75,app_store_app__a360round,app_store_app,sellers_json-02,sellers_json,https://www.samsung.com/sellers.json,machine_readable,1,registry enumerates 4 named vendor(s),1,
76,data_broker__affle-iberia-sl,data_broker,privacy_policy-00,privacy_policy,https://www.mediasmart.io/privacy,prose,1,8. Third Party Service Providers we work with:,1,
76,data_broker__affle-iberia-sl,data_broker,help_doc-01,help_doc,https://www.mediasmart.io/global-scale,other_doc,0,,0,
76,data_broker__affle-iberia-sl,data_broker,cookie_policy-02,cookie_policy,https://www.mediasmart.io/cookies,structured,1,Cookies can be classified according to (i) their provider and (ii) their purpose. By provider: • First-party cookies: cookies sent to your device from a domain managed by Mediasmart. • Third-party ...,1,
76,data_broker__affle-iberia-sl,data_broker,partners_page-16,partners_page,https://www.mediasmart.io,other_doc,0,,0,
77,play_store_app__remindmeapp,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.nyelito.remindmeapp&hl=en&gl=US,,0,,0,
77,play_store_app__remindmeapp,play_store_app,privacy_policy-02,privacy_policy,https://gist.githubusercontent.com/nyelito/b53647ee8bd57fa14ea92c36fe857a2a/raw/4399d4ab198f44316843d682d24ca27850a506a4/privacypolicy.txt,prose,0,"modify or copy the materials; use the materials for any commercial purpose, or for any public display (commercial or non-commercial); attempt to decompile or reverse engineer any software contained...",1,
78,website__mgmresorts-com,website,privacy_policy-00,privacy_policy,https://www.mgmresorts.com/policies/privacy-policy.html,,0,,0,
78,website__mgmresorts-com,website,help_doc-01,help_doc,https://www.mgmresorts.com/en/faq.html,other_doc,0,"MGM Resorts does not offer shuttle service; however shuttles are available at the airport and will bring guests to our properties for a fee. Taxis are also readily available, and if desired, guests...",0,
78,website__mgmresorts-com,website,cookie_policy-02,cookie_policy,https://www.mgmresorts.com/en/cookie-settings.html,prose,0,,0,
78,website__mgmresorts-com,website,do_not_sell-03,do_not_sell,https://privacyportal.onetrust.com/webform/4ba99d5f-d34f-467f-b12c-b3e355bd58d5/a053c582-1a6f-4664-9197-3b3a40d406f6,,0,,0,
78,website__mgmresorts-com,website,vendor_list-15,vendor_list,https://www.mgmresorts.com/en/company/sis/supplier-information.html,prose,0,,0,
79,play_store_app__karaokegratis,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=karaokeinfantil.karaokegratis&hl=en&gl=US,,0,,0,
79,play_store_app__karaokegratis,play_store_app,privacy_policy-02,privacy_policy,http://webui-privacypolicy.herokuapp.com/privacypolicy.html,prose,1,Do third parties see and/or have access to information obtained by the Application?,1,
80,data_broker__targeting360-gmbh,data_broker,privacy_policy-00,privacy_policy,https://targeting360.de/datenschutz/,,0,,0,non-English-language document
80,data_broker__targeting360-gmbh,data_broker,help_doc-01,help_doc,https://targeting360.de/faq/,other_doc,0,,0,non-English-language document
81,app_store_app__deephouseradio,app_store_app,privacy_policy-00,privacy_policy,http://radio-development.blogspot.com/2018/01/privacy-policy-of-radio-development.html,prose,1,"User assumes responsibility for the Personal Data of third parties published or shared through this Application and declares to have the right to communicate or broadcast them, thus relieving the D...",1,
82,data_broker__adverty-ab-publ,data_broker,privacy_policy-00,privacy_policy,https://adverty.com/privacy-policy-2021,prose,1,"Adverty AB (publ) (âAdvertyâ or âweâ, âusâ, âourâ) is a technology company that creates and delivers advertisements to mobile, VR and AR enabled devices. This privacy statement (â...",1,
82,data_broker__adverty-ab-publ,data_broker,vendor_list-01,vendor_list,https://adverty.com/news/adverty-frameplay-and-adinmo-unveil-groundbreaking-in-game-advertising-partnership/,structured,1,If you liked the article - share it with others â¨,0,
82,data_broker__adverty-ab-publ,data_broker,cookie_policy-02,cookie_policy,https://adverty.com/cookie-policy/,prose,1,"1.2. Â This Cookie Policy describes how and when we collect, use and share your information when you use our Website. We receive your information through our Website and from our associated third p...",1,
82,data_broker__adverty-ab-publ,data_broker,sellers_json-19,sellers_json,https://adverty.com/sellers.json,machine_readable,1,registry enumerates 178 named vendor(s),1,
82,data_broker__adverty-ab-publ,data_broker,vendors_json-20,vendors_json,https://adverty.com/vendors.json,machine_readable,1,registry enumerates 32 named vendor(s),1,
83,play_store_app__pstr,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.god.ringtones.downloads.pstr&hl=en&gl=US,,0,,0,
83,play_store_app__pstr,play_store_app,privacy_policy-02,privacy_policy,https://hotvideoapps.wordpress.com/hot-video-apps-privacy-policy/,prose,1,"We have implemented commercially reasonable technical and organizational measures to protect your personal information from accidental loss and from loss, misuse and unauthorized access, disclosure...",1,
84,website__dubaidutyfreetennischampionships-com,website,privacy_policy-00,privacy_policy,https://dubaidutyfreetennischampionships.com/privacy-policy/,prose,1,Your privacy on the Internet is of the utmost importance to us. Because we gather certain types of information about the users of dubaidutyfreetennischampionships.com and its associated digital pro...,1,
85,website__gossip-mobile-com,website,privacy_policy-00,privacy_policy,http://privacypolicy.news/privacy-policy.html,prose,1,"Cookies. Third parties may be placing or reading ""cookies"" on your web browser. Cookies are alphanumeric identifiers that are transferred to your computer's hard drive through your web browser to e...",1,
86,play_store_app__solofitness,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.technogym.solofitness&hl=en&gl=US,,0,,0,
86,play_store_app__solofitness,play_store_app,privacy_policy-02,privacy_policy,http://cdnmedia.mywellness.com/privacy/en/privacy.html,prose,1,Who will your personal data be disclosed to?,1,
87,app_store_app__sa,app_store_app,privacy_policy-00,privacy_policy,https://justpaste.it/1d4m0,prose,1,We may use tools or third party analytical software to automatically collect and use certain non-personal data that does not directly enable us to identify you.,1,
88,website__gloriousa-com,website,privacy_policy-00,privacy_policy,https://www.gloriousa.com/privacy-policy,prose,1,"We, gloriousa. and our corporate affiliates (gloriousa, “we” or “us“), are committed to protecting and respecting your privacy. We believe in transparency, and we are committed to being upfront abo...",1,
88,website__gloriousa-com,website,cookie_policy-06,cookie_policy,https://gloriousa.com/cookie-policy,prose,1,"Social Media Features, such as the Facebook “like” button, may collect your IP address and which page you are visiting on a website, and may set a cookie to enable the feature to function properly....",1,
89,website__apta-org,website,privacy_policy-00,privacy_policy,https://www.apta.org/your-practice/documentation/defensible-documentation/risk-management,prose,0,"The Health Insurance Portability and Accountability Act, or HIPAA, addresses the security and privacy of protected health information in all mediums. It includes provisions for establishing and mai...",0,not a privacy policy
89,website__apta-org,website,help_doc-01,help_doc,https://brandcenter.apta.org/portals/4q9nj2v8/APTAPublicRelationsandMarketingCenter,other_doc,0,,0,
90,play_store_app__reginacanadastreamingstations,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.worldsradio.reginacanadastreamingstations&hl=en&gl=US,,0,,0,dead link
90,play_store_app__reginacanadastreamingstations,play_store_app,privacy_policy-02,privacy_policy,http://aidielf.blogspot.com/2015/04/privacy-policy.html,prose,1,Share,1,
91,website__hyperlinklist-net,website,privacy_policy-00,privacy_policy,https://www.godaddy.com/en-ca/legal/agreements,prose,1,Domains Find A Domain Search for Domain Names Transfer Domain Names Browse Domain Name Options Save with Bundles Auctions for Domains Auctions for Domain Names Appraise Domain Name Value Domain Too...,1,Links to many relevant agreements. GoDaddy rather than a specific PP by the host
92,play_store_app__l400000057,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=locker.theme.l400000057&hl=en&gl=US,,0,,0,
92,play_store_app__l400000057,play_store_app,privacy_policy-02,privacy_policy,https://www.cmcm.com/en/policies/privacy-policy?hl=en,prose,1,"This Privacy Policy (the “Policy”) describes how Cheetah Mobile Inc and its affiliates. (also referred to as “Cheetah,” “Company,” “we,” “us,” or “our”), collects, stores, uses and protects your in...",1,
92,play_store_app__l400000057,play_store_app,app_ads_txt-03,app_ads_txt,https://www.cmcm.com/app-ads.txt,machine_readable,1,registry enumerates 199 named vendor(s),1,
93,app_store_app__app,app_store_app,privacy_policy-00,privacy_policy,https://raw.githubusercontent.com/worona/privacy-policy/master/privacy-policy.md,prose,1,3. Do third parties see and/or have access to information obtained by the Application?,1,
94,website__playfree-org,website,privacy_policy-00,privacy_policy,https://www.myplaycity.com/privacy_policy/,prose,1,"This privacy statement was last updated on May 20, 2018 . MyPlayCity, Inc. and its affiliates (collectively, "" MyPlayCity "") has created this privacy statement in order to disclose its information ...",1,
94,website__playfree-org,website,ads_txt-21,ads_txt,https://www.myplaycity.com/ads.txt,machine_readable,1,registry enumerates 133 named vendor(s),1,
94,website__playfree-org,website,vendor_list-22,vendor_list,https://www.myplaycity.com/,,0,,0,
95,data_broker__gumgum-inc,data_broker,privacy_policy-00,privacy_policy,https://gumgum.com/terms-and-policies/privacy-policy,prose,1,This Privacy Policy describes the types of information we may collect from you or that you may provide to us when you visit the website https://www.gumgum.com and when you access our services (coll...,1,
95,data_broker__gumgum-inc,data_broker,do_not_sell-01,do_not_sell,https://gumgum.com/terms-and-policies/opt-out,prose,0,,1,"""advertisers"""
95,data_broker__gumgum-inc,data_broker,cookie_policy-02,cookie_policy,https://gumgum.com/terms-and-policies/cookies-policy,prose,0,,0,
96,data_broker__nielsen-media-research-ltd,data_broker,privacy_policy-00,privacy_policy,https://www.nielsen.com/legal/privacy-principles/nielsen-marketing-cloud-services-privacy-statement/?lang=en-us,prose,1,"Nielsen Marketing Cloud ("" NMC "") is a product or service offered by Nielsen Media Research Limited ("" NMRL "", "" we "" or "" us ""). NMRL has a registered office at Endeavour House, 189 Shaftesbury Av...",1,"""We share data with third parties that provide services to us, such as system hosting, management and support; data backup; and security and storage services."""
96,data_broker__nielsen-media-research-ltd,data_broker,do_not_sell-01,do_not_sell,https://www.nielsen.com/legal/optout-page/,prose,0,"Scarborough , and wish to request us to opt out of the sale or sharing of your personal information or limit the use of your sensitive personal information, please use this webform to submit a requ...",0,
96,data_broker__nielsen-media-research-ltd,data_broker,cookie_policy-08,cookie_policy,https://www.nielsen.com/insights/2019/cookies-tags-pixels-and-ids-measuring-customer-engagement/,prose,0,"By clicking or tapping the button and sharing your contact information with us, you acknowledge that you have read our Privacy Notice and that you consent to receiving communications about Nielsen'...",0,
96,data_broker__nielsen-media-research-ltd,data_broker,partners_page-12,partners_page,https://www.nielsen.com/news-center/2020/partnership-with-albirex-niigata/,other_doc,0,Share,0,non-English document
97,website__getvideostream-com,website,privacy_policy-00,privacy_policy,https://getvideostream.com/privacy/,prose,1,"This Privacy Policy describes how we collect, store, use and share information collected through the website http://Videostream.com/ (""Website"") and the Services about visitors to the Website, Cust...",1,
98,app_store_app__olympic,app_store_app,privacy_policy-00,privacy_policy,http://en.babybus.com/index/privacyPolicy.shtml,prose,1,"BabyBus is committed to protecting the privacy of children who use our Apps. This privacy policy explains our information collection, disclosure, and parental consent practices concerning the infor...",1,
99,play_store_app__foundation,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.inc.anirudh.ripper.foundation&hl=en&gl=US,,0,,0,dead link
99,play_store_app__foundation,play_store_app,privacy_policy-02,privacy_policy,https://docs.google.com/document/d/e/2PACX-1vSh4xeebPhj_LGkAGmsh3Ogu7kAixb5k6mr-_QrLnFhcDiY5Wmnjkqi8avSPFd3yN2H3f7aPCglWfDj/pub,prose,1,"This page is used to inform website visitors regarding my policies with the collection, use, and disclosure of Personal Information if anyone decided to use my Service.",1,
100,data_broker__veraviews-fz-llc,data_broker,privacy_policy-00,privacy_policy,https://veraviews.com/privacy_policy,prose,1,6. INTERNATIONAL TRANSFERS,1,
100,data_broker__veraviews-fz-llc,data_broker,ads_txt-06,ads_txt,https://veraviews.com/ads.txt,machine_readable,1,registry enumerates 8 named vendor(s),1,
100,data_broker__veraviews-fz-llc,data_broker,sellers_json-07,sellers_json,https://veraviews.com/sellers.json,machine_readable,1,registry enumerates 4 named vendor(s),1,
101,play_store_app__akjfkjgjkbg,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.knigivasilisi.prikormkirib.akjfkjgjkbg&hl=en&gl=US,,0,,,
101,play_store_app__akjfkjgjkbg,play_store_app,privacy_policy-02,privacy_policy,https://www.hugedomains.com/domain_profile.cfm?d=adviator.com,prose,0,"HugeDomains provides a 100% satisfaction guarantee on every domain name that we sell through our website. If you buy a domain and are unhappy with it, we will accept the return within 30 days and i...",,
102,website__mrtzcmp3-net,website,privacy_policy-01,privacy_policy,https://www.mrtzcmp3.net/privacy-terms/,prose,1,"This page informs you of our policies regarding the collection, use and disclosure of Personal Information when you use our Service.",,
103,website__forexbrokersmetatrader-com,website,privacy_policy-00,privacy_policy,https://www.godaddy.com/en-ca/legal/agreements,prose,1,Domains Find A Domain Search for Domain Names Transfer Domain Names Browse Domain Name Options Save with Bundles Auctions for Domains Auctions for Domain Names Appraise Domain Name Value Domain Too...,,
104,play_store_app__graylove,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.kkkeyboard.emoji.keyboard.theme.GrayLove&hl=en&gl=US,,0,,,
104,play_store_app__graylove,play_store_app,privacy_policy-02,privacy_policy,http://www.emoji-keyboard.com/xn/PrivacyPolicy.html,prose,1,"You may encounter an alert when installing our Products on your device, warning that third-party keyboards may collect or log sensitive data such as passwords, credit card numbers or street addresses.",,
104,play_store_app__graylove,play_store_app,app_ads_txt-03,app_ads_txt,http://www.emoji-keyboard.com/app-ads.txt,machine_readable,1,registry enumerates 17 named vendor(s),,
105,data_broker__opera-software-ireland-limited,data_broker,privacy_policy-00,privacy_policy,https://www.opera.com/legal/privacy,prose,1,"Monetization: Making money. Nearly all of our Applications are free to download and use. Therefore we monetize our products in various ways, primarily by selling advertising within the Applications...",,
105,data_broker__opera-software-ireland-limited,data_broker,help_doc-01,help_doc,https://www.opera.com/help,other_doc,0,,,
105,data_broker__opera-software-ireland-limited,data_broker,cookie_policy-02,cookie_policy,https://www.opera.com/legal/cookie-policy,prose,1,"We use cookies which remember your preferences and settings, detect whether you have consented to cookies or not, adjust website settings according to the format of your system, enable content and ...",,
105,data_broker__opera-software-ireland-limited,data_broker,ads_txt-19,ads_txt,https://res.adx.opera.com/ads.txt,machine_readable,1,registry enumerates 200 named vendor(s),,
105,data_broker__opera-software-ireland-limited,data_broker,sellers_json-20,sellers_json,https://res.adx.opera.com/sellers.json,machine_readable,1,registry enumerates 197 named vendor(s),,
106,website__books-by-isbn-com,website,privacy_policy-00,privacy_policy,https://www.books-by-isbn.com/imprint-FAQ.html,prose,1,The utility of this site is in collating the information from the above mentioned sites. The various Amazon sites only have information on the books sold in the relevant locale (many books are sold...,,
106,website__books-by-isbn-com,website,do_not_sell-10,do_not_sell,https://www.books-by-isbn.com/authors/do/,,0,,,
106,website__books-by-isbn-com,website,dpa-11,dpa,https://www.books-by-isbn.com/authors/dpa/,,0,,,
106,website__books-by-isbn-com,website,partners_page-12,partners_page,https://www.books-by-isbn.com/authors/partners/,other_doc,0,,,
106,website__books-by-isbn-com,website,vendor_list-13,vendor_list,https://www.books-by-isbn.com/authors/third/,,0,,,
107,app_store_app__emergencyairportsim,app_store_app,privacy_policy-00,privacy_policy,https://ksgu3304.wixsite.com:443/mypocketgames/single-post/2017/02/16/MY-POCKET-GAMES-PRIVACY-POLICY,prose,1,"We may collect personally identifiable information from you in a variety of ways, including, but not limited to, when you visit, register on our Services, and in connection with other activities, s...",,
108,website__tresorit-com,website,privacy_policy-00,privacy_policy,https://tresorit.com/legal/privacy-policy,prose,1,"Products For businesses Tresorit SecureCloud for Businesses Work together in an end-to-end encrypted workspace - anywhere, anytime. Tresorit Engage Manage confidential projects and client interacti...",,
108,website__tresorit-com,website,help_doc-01,help_doc,https://support.tresorit.com/hc/en-us,other_doc,0,Sharing,,
108,website__tresorit-com,website,cookie_policy-02,cookie_policy,https://tresorit.com/cookie-policy,prose,1,"Products For businesses Tresorit SecureCloud for Businesses Work together in an end-to-end encrypted workspace - anywhere, anytime. Tresorit Engage Manage confidential projects and client interacti...",,
108,website__tresorit-com,website,partners_page-16,partners_page,https://tresorit.com/,other_doc,1,"Products For businesses Tresorit SecureCloud for Businesses Work together in an end-to-end encrypted workspace - anywhere, anytime. Tresorit Engage Manage confidential projects and client interacti...",,
109,play_store_app__ultrahd,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.photolab.ultrahd&hl=en&gl=US,,0,,,
109,play_store_app__ultrahd,play_store_app,privacy_policy-02,privacy_policy,http://photolabprivacy.blogspot.com/,prose,1,"In the following circumstances, we may disclose your personal information according to your wish or regulations by law:",,
110,app_store_app__epaperportal,app_store_app,privacy_policy-00,privacy_policy,https://www.singtao.ca/disclaimer/?variant=zh-hk,prose,1,"Sing Tao Daily Limited and Sing Tao Newspapers (Canada 1988) Limited (collectively, these are referred to as ""Sing Tao,"" “we,” or “us”) know that protecting the privacy and confidentiality of your ...",,
